,Pred_Pollutant
2020-06-15 08:00:00,74.41741415549818
2020-06-15 09:00:00,79.28634631673724
2020-06-15 10:00:00,78.55921989729984
2020-06-15 11:00:00,74.42922730682966
2020-06-15 12:00:00,69.49738177374917
2020-06-15 13:00:00,64.53907707346134
2020-06-15 14:00:00,62.04171102100135
2020-06-15 15:00:00,59.835004253637585
2020-06-15 16:00:00,56.657742784385
2020-06-15 17:00:00,52.93962322491683
2020-06-15 18:00:00,52.548742914352324
2020-06-15 19:00:00,56.262700842083675
2020-06-15 20:00:00,66.75877585525052
2020-06-15 21:00:00,74.48949503381232
2020-06-15 22:00:00,78.8298277783311
2020-06-15 23:00:00,78.77979458348102
2020-06-16 00:00:00,76.26680778083549
2020-06-16 01:00:00,72.55120148145839
2020-06-16 02:00:00,74.26066119325822
2020-06-16 03:00:00,72.40057925519108
2020-06-16 04:00:00,69.2209953179322
2020-06-16 05:00:00,67.00863541596372
2020-06-16 06:00:00,64.7413499776033
2020-06-16 07:00:00,68.76609769455925
2020-06-16 08:00:00,74.27686466909499
2020-06-16 09:00:00,79.14579783003853
2020-06-16 10:00:00,78.41867041278893
2020-06-16 11:00:00,74.2886788182422
2020-06-16 12:00:00,69.35683229112341
2020-06-16 13:00:00,64.3985285829923
2020-06-16 14:00:00,61.90116154025361
2020-06-16 15:00:00,59.69445576129406
2020-06-16 16:00:00,56.51719330550817
2020-06-16 17:00:00,52.79907473070592
2020-06-16 18:00:00,52.40819343733934
2020-06-16 19:00:00,56.12215234601244
2020-06-16 20:00:00,66.61822638009434
2020-06-16 21:00:00,74.3489465358878
2020-06-16 22:00:00,78.68927830502469
2020-06-16 23:00:00,78.63924608371023
2020-06-17 00:00:00,76.12625830937186
2020-06-17 01:00:00,72.41065297984832
2020-06-17 02:00:00,74.12011172363042
2020-06-17 03:00:00,72.26003075174869
2020-06-17 04:00:00,69.08044585013327
2020-06-17 05:00:00,66.86808691069594
2020-06-17 06:00:00,64.60080051162632
2020-06-17 07:00:00,68.62554918747296
2020-06-17 08:00:00,74.13631520493304
2020-06-17 09:00:00,79.00524932114061
2020-06-17 10:00:00,78.2781209504352
2020-06-17 11:00:00,74.14813030753953
2020-06-17 12:00:00,69.21628283057103
2020-06-17 13:00:00,64.25798007049168
2020-06-17 14:00:00,61.760612081495786
2020-06-17 15:00:00,59.55390724700231
2020-06-17 16:00:00,56.3766438485381
2020-06-17 17:00:00,52.65852621462979
2020-06-17 18:00:00,52.26764398215026
2020-06-17 19:00:00,55.981603828158704
2020-06-17 20:00:00,66.47767692667952
2020-06-17 21:00:00,74.20839801626319
2020-06-17 22:00:00,78.54872885337743
2020-06-17 23:00:00,78.49869756232141
2020-06-18 00:00:00,75.98570885948546
2020-06-18 01:00:00,72.27010445670197
2020-06-18 02:00:00,73.9795622754982
2020-06-18 03:00:00,72.11948222685145
2020-06-18 04:00:00,68.93989640374862
2020-06-18 05:00:00,66.72753838405443
2020-06-18 06:00:00,64.46025106698261
2020-06-18 07:00:00,68.48500065909379
2020-06-18 08:00:00,73.99576576202371
2020-06-18 09:00:00,78.86470079103036
2020-06-18 10:00:00,78.13757150925368
2020-06-18 11:00:00,74.00758177570472
2020-06-18 12:00:00,69.07573339111077
2020-06-18 13:00:00,64.11743153693885
2020-06-18 14:00:00,61.620062643750295
2020-06-18 15:00:00,59.413358711737956
2020-06-18 16:00:00,56.2360944125009
2020-06-18 17:00:00,52.5179776776604
2020-06-18 18:00:00,52.127094547814885
2020-06-18 19:00:00,55.84105528949072
2020-06-18 20:00:00,66.33712749403954
2020-06-18 21:00:00,74.06784947590303
2020-06-18 22:00:00,78.40817942242641
2020-06-18 23:00:00,78.3581490202755
2020-06-19 00:00:00,75.84515943021705
2020-06-19 01:00:00,72.12955591297666
2020-06-19 02:00:00,73.839012847906
2020-06-19 03:00:00,71.97893368145309
2020-06-19 04:00:00,68.7993469778263
2020-06-19 05:00:00,66.58698983698936
2020-06-19 06:00:00,64.31970164272389
2020-06-19 07:00:00,68.34445211036832
2020-06-19 08:00:00,73.85521633942226
2020-06-19 09:00:00,78.72415224065074
2020-06-19 10:00:00,77.99702208830321
2020-06-19 11:00:00,73.86703322367723
2020-06-19 12:00:00,68.93518397180509
2020-06-19 13:00:00,63.976882983269725
2020-06-19 14:00:00,61.47951322608314
2020-06-19 15:00:00,59.27281015643339
2020-06-19 16:00:00,56.09554499646608
2020-06-19 17:00:00,52.377429120726575
2020-06-19 18:00:00,51.98654513340623
2020-06-19 19:00:00,55.700506730933796
2020-06-19 20:00:00,66.1965780812509
2020-06-19 21:00:00,73.92730091572916
2020-06-19 22:00:00,78.26763001125165
2020-06-19 23:00:00,78.21760045849076
2020-06-20 00:00:00,75.70461002065007
2020-06-20 01:00:00,71.9890073495872
2020-06-20 02:00:00,73.69846343994074
2020-06-20 03:00:00,71.83838511646496
2020-06-20 04:00:00,68.6587975714567
2020-06-20 05:00:00,66.44644127040861
2020-06-20 06:00:00,64.1791522379439
2020-06-20 07:00:00,68.20390354220096
2020-06-20 08:00:00,73.71466693622587
2020-06-20 09:00:00,78.5836036709028
2020-06-20 10:00:00,77.85647268668446
2020-06-20 11:00:00,73.72648465235467
2020-06-20 12:00:00,68.79463457175797
2020-06-20 13:00:00,63.83633441037849
2020-06-20 14:00:00,61.338963827601724
2020-06-20 15:00:00,59.132261581979414
2020-06-20 16:00:00,55.95499559954444
2020-06-20 17:00:00,52.236880544715774
2020-06-20 18:00:00,51.84599573803847
2020-06-20 19:00:00,55.55995815337206
2020-06-20 20:00:00,66.05602868743114
2020-06-20 21:00:00,73.78675233662234
2020-06-20 22:00:00,78.12708061897405
2020-06-20 23:00:00,78.07705187784475
2020-06-21 00:00:00,75.5640606299088
2020-06-21 01:00:00,71.84845876740776
2020-06-21 02:00:00,73.55791405072995
2020-06-21 03:00:00,71.6978365327579
2020-06-21 04:00:00,68.51824818377061
2020-06-21 05:00:00,66.30589268517971
2020-06-21 06:00:00,64.03860285177674
2020-06-21 07:00:00,68.06335495545599
2020-06-21 08:00:00,73.57411755157193
2020-06-21 09:00:00,78.44305508264749
2020-06-21 10:00:00,77.71592330353799
2020-06-21 11:00:00,73.58593606259473
2020-06-21 12:00:00,68.65408519011328
2020-06-21 13:00:00,63.69578581911961
2020-06-21 14:00:00,61.198414447453125
2020-06-21 15:00:00,58.99171298922727
2020-06-21 16:00:00,55.81444622088629
2020-06-21 17:00:00,52.09633195047601
2020-06-21 18:00:00,51.70544636086512
2020-06-21 19:00:00,55.4194095576503
2020-06-21 20:00:00,65.91547931173699
2020-06-21 21:00:00,73.64620373942421
2020-06-21 22:00:00,77.98653124475348
2020-06-21 23:00:00,77.93650327917578
2020-06-22 00:00:00,75.42351125715622
2020-06-22 01:00:00,71.70791016727355
2020-06-22 02:00:00,73.41736467943987
2020-06-22 03:00:00,71.55728793116401
2020-06-22 04:00:00,68.37769881393747
2020-06-22 05:00:00,66.16534408213165
2020-06-22 06:00:00,63.89805348339504
2020-06-22 07:00:00,67.92280635095925
2020-06-22 08:00:00,73.43356818463616
2020-06-22 09:00:00,78.30250647670755
2020-06-22 10:00:00,77.57537393804269
2020-06-22 11:00:00,73.44538745521704
2020-06-22 12:00:00,68.51353582605299
2020-06-22 13:00:00,63.55523721030961
2020-06-22 14:00:00,61.05786508482243
2020-06-22 15:00:00,58.85116437899039
2020-06-22 16:00:00,55.67389685967977
2020-06-22 17:00:00,51.95578333881764
2020-06-22 18:00:00,51.5648970010774
2020-06-22 19:00:00,55.27886094457581
2020-06-22 20:00:00,65.77492995336269
2020-06-22 21:00:00,73.50565512493895
2020-06-22 22:00:00,77.84598188778727
2020-06-22 23:00:00,77.79595466328513
2020-06-23 00:00:00,75.2829619015928
2020-06-23 01:00:00,71.5673615499828
2020-06-23 02:00:00,73.27681532527389
2020-06-23 03:00:00,71.41673931247843
2020-06-23 04:00:00,68.23714946116365
2020-06-23 05:00:00,66.02479546205653
2020-06-23 06:00:00,63.757504132008116
2020-06-23 07:00:00,67.78225772949985
2020-06-23 08:00:00,73.2930188346309
2020-06-23 09:00:00,78.1619578538691
2020-06-23 10:00:00,77.43482458941385
2020-06-23 11:00:00,73.30483883100477
2020-06-23 12:00:00,68.3729864787954
2020-06-23 13:00:00,63.414688584728715
2020-06-23 14:00:00,60.91731573893088
2020-06-23 15:00:00,58.71061575204603
2020-06-23 16:00:00,55.5333475151491
2020-06-23 17:00:00,51.81523471051499
2020-06-23 18:00:00,51.424347657902466
2020-06-23 19:00:00,55.13831231492001
2020-06-23 20:00:00,65.63438061153836
2020-06-23 21:00:00,73.36510649393512
2020-06-23 22:00:00,77.70543254730845
2020-06-23 23:00:00,77.65540603093835
2020-06-24 00:00:00,75.14241256245438
2020-06-24 01:00:00,71.42681291629818
2020-06-24 02:00:00,73.13626598747082
2020-06-24 03:00:00,71.27619067746102
2020-06-24 04:00:00,68.09660012469088
2020-06-24 05:00:00,65.88424682571134
2020-06-24 06:00:00,63.61695479686059
2020-06-24 07:00:00,67.64170909183191
2020-06-24 08:00:00,73.15246950080359
2020-06-24 09:00:00,78.02140921488342
2020-06-24 10:00:00,77.2942752569018
2020-06-24 11:00:00,73.16429019070632
2020-06-24 12:00:00,68.23243714759361
2020-06-24 13:00:00,63.274139943122485
2020-06-24 14:00:00,60.776766409034416
2020-06-24 15:00:00,58.57006710913696
2020-06-24 16:00:00,55.392798186553016
2020-06-24 17:00:00,51.674686066308
2020-06-24 18:00:00,51.28379833060184
2020-06-24 19:00:00,54.99776366942
2020-06-24 20:00:00,65.49383128552829
2020-06-24 21:00:00,73.22455784714698
2020-06-24 22:00:00,77.56488322258406
2020-06-24 23:00:00,77.51485738286696
2020-06-25 00:00:00,75.00186323901079
2020-06-25 01:00:00,71.28626426694838
2020-06-25 02:00:00,72.99571666530319
2020-06-25 03:00:00,71.13564202683766
2020-06-25 04:00:00,67.9560508037944
2020-06-25 05:00:00,65.74369817381925
2020-06-25 06:00:00,63.47640547723046
2020-06-25 07:00:00,67.5011604386759
2020-06-25 08:00:00,73.01192018243503
2020-06-25 09:00:00,77.88086056046824
2020-06-25 10:00:00,77.15372593979001
2020-06-25 11:00:00,73.02374153503675
2020-06-25 12:00:00,68.09188783173386
2020-06-25 13:00:00,63.133591286203256
2020-06-25 14:00:00,60.636217094421944
2020-06-25 15:00:00,58.4295184509728
2020-06-25 16:00:00,55.25224887318312
2020-06-25 17:00:00,51.53413740690362
2020-06-25 18:00:00,51.14324901846981
2020-06-25 19:00:00,54.85721500878009
2020-06-25 20:00:00,65.35328197462945
2020-06-25 21:00:00,73.08400918527622
2020-06-25 22:00:00,77.42433391291374
2020-06-25 23:00:00,77.37430871976999
2020-06-26 00:00:00,74.86131393056435
2020-06-26 01:00:00,71.14571560262983
2020-06-26 02:00:00,72.855167358076
2020-06-26 03:00:00,70.99509336130217
2020-06-26 04:00:00,67.81550149778185
2020-06-26 05:00:00,65.60314950707142
2020-06-26 06:00:00,63.33585617242795
2020-06-26 07:00:00,67.3606117707203
2020-06-26 08:00:00,72.871370878838
2020-06-26 09:00:00,77.74031189130947
2020-06-26 10:00:00,77.0131766373939
2020-06-26 11:00:00,72.88319286467934
2020-06-26 12:00:00,67.9513385305341
2020-06-26 13:00:00,62.99304261465174
2020-06-26 14:00:00,60.49566779441404
2020-06-26 15:00:00,58.2889697782317
2020-06-26 16:00:00,55.11169957436255
2020-06-26 17:00:00,51.39358873297743
2020-06-26 18:00:00,51.002699720832084
2020-06-26 19:00:00,54.7166663336733
2020-06-26 20:00:00,65.21273267817008
2020-06-26 21:00:00,72.94346050899327
2020-06-26 22:00:00,77.28378461762829
2020-06-26 23:00:00,77.23376004231535
2020-06-27 00:00:00,74.72076463644838
2020-06-27 01:00:00,71.00516692400794
2020-06-27 02:00:00,72.71461806512508
2020-06-27 03:00:00,70.85454468151742
2020-06-27 04:00:00,67.67495220599157
2020-06-27 05:00:00,65.46260082612824
2020-06-27 06:00:00,63.19530688179393
2020-06-27 07:00:00,67.22006308862305
2020-06-27 08:00:00,72.73082158935586
2020-06-27 09:00:00,77.5997632080625
2020-06-27 10:00:00,76.87262734905926
2020-06-27 11:00:00,72.742644180287
2020-06-27 12:00:00,67.81078924334264
2020-06-27 13:00:00,62.852493929118374
2020-06-27 14:00:00,60.355118508361436
2020-06-27 15:00:00,58.14842109156163
2020-06-27 16:00:00,54.9711502894445
2020-06-27 17:00:00,51.25304004517495
2020-06-27 18:00:00,50.8621504370443
2020-06-27 19:00:00,54.5761176447427
2020-06-27 20:00:00,65.07218339550832
2020-06-27 21:00:00,72.80291181893884
2020-06-27 22:00:00,77.14323533608825
2020-06-27 23:00:00,77.09321135114132
2020-06-28 00:00:00,74.58021535602583
2020-06-28 01:00:00,70.86461823171852
2020-06-28 02:00:00,72.57406878581578
2020-06-28 03:00:00,70.71399598811685
2020-06-28 04:00:00,67.53440292779132
2020-06-28 05:00:00,65.32205213162071
2020-06-28 06:00:00,63.05475760469854
2020-06-28 07:00:00,67.07951439301276
2020-06-28 08:00:00,72.59027231336114
2020-06-28 09:00:00,77.45921451135364
2020-06-28 10:00:00,76.73207807416108
2020-06-28 11:00:00,72.60209548248372
2020-06-28 12:00:00,67.67023996953684
2020-06-28 13:00:00,62.71194523022479
2020-06-28 14:00:00,60.21456923564387
2020-06-28 15:00:00,58.00787239158187
2020-06-28 16:00:00,54.830601017811055
2020-06-28 17:00:00,51.112491344113124
2020-06-28 18:00:00,50.72160116649088
2020-06-28 19:00:00,54.4355689426029
2020-06-28 20:00:00,64.93163412603081
2020-06-28 21:00:00,72.66236311572513
2020-06-28 22:00:00,77.00268606768262
2020-06-28 23:00:00,76.95266264685777
2020-06-29 00:00:00,74.439666088688
2020-06-29 01:00:00,70.72406952636919
2020-06-29 02:00:00,72.43351951954173
2020-06-29 03:00:00,70.57344728170577
2020-06-29 04:00:00,67.39385366257703
2020-06-29 05:00:00,65.18150342415188
2020-06-29 06:00:00,62.914208340539986
2020-06-29 07:00:00,66.9389656844902
2020-06-29 08:00:00,72.44972305025435
2020-06-29 09:00:00,77.31866580178131
2020-06-29 10:00:00,76.59152881210204
2020-06-29 11:00:00,72.4615467718656
2020-06-29 12:00:00,67.5296907085216
2020-06-29 13:00:00,62.57139651856484
2020-06-29 14:00:00,60.07401997566849
2020-06-29 15:00:00,57.86732367888403
2020-06-29 16:00:00,54.690051758871604
2020-06-29 17:00:00,50.97194263038132
2020-06-29 18:00:00,50.58105190858344
2020-06-29 19:00:00,54.29502022784104
2020-06-29 20:00:00,64.79108486915148
2020-06-29 21:00:00,72.52181439993711
2020-06-29 22:00:00,76.86213681182748
2020-06-29 23:00:00,76.81211393004746
2020-06-30 00:00:00,74.2991168338532
2020-06-30 01:00:00,70.58352080854047
2020-06-30 02:00:00,72.29297026572343
2020-06-30 03:00:00,70.43289856286249
2020-06-30 04:00:00,67.25330440977135
2020-06-30 05:00:00,65.04095470429786
2020-06-30 06:00:00,62.7736590887431
2020-06-30 07:00:00,66.79841696362925
2020-06-30 08:00:00,72.30917379946243
2020-06-30 09:00:00,77.17811707991727
2020-06-30 10:00:00,76.45097956231133
2020-06-30 11:00:00,72.32099804900227
2020-06-30 12:00:00,67.3891414597283
2020-06-30 13:00:00,62.43084779470599
2020-06-30 14:00:00,59.93347072786882
2020-06-30 15:00:00,57.72677495403343
2020-06-30 16:00:00,54.54950251206181
2020-06-30 17:00:00,50.831393904542715
2020-06-30 18:00:00,50.44050266275977
2020-06-30 19:00:00,54.154471501018165
2020-06-30 20:00:00,64.65053562431021
2020-06-30 21:00:00,72.3812656721337
2020-06-30 22:00:00,76.72158756796492
2020-06-30 23:00:00,76.67156520126723
